Ticker;Name;Sector;Price;Dividend Yield;1-Year Dividend Growth;5-Year Dividend Growth (Annualized);Dividends Per Share (TTM);Market Cap ($M);Trailing P/E Ratio;Payout Ratio;Beta;52-Week High;52-Week Low
LEU;Centrus Energy Corp;Energy;45,42;0;N/A;N/A;0;679,321232;14,18207166;0;1,13194003;61,35;24,88
LFCR;Lifecore Biomedical Inc;N/A;7,89;0;N/A;N/A;0;239,241913;N/A;0;;11,46;1,8
LFST;LifeStance Health Group Inc;N/A;6,61;0;N/A;N/A;0;2502,59227;N/A;0;1,287560327;9,59;4,63
LGIH;LGI Homes Inc;Consumer Cyclical;122,5;0;N/A;N/A;0;2886,57383;15,92566098;0;1,828418196;141,91;84,16
LGND;Ligand Pharmaceuticals, Inc.;Healthcare;71;0;N/A;N/A;0;1232,223247;74,76629131;0;1,071536967;85,7;49,24
LICY;Li-Cycle Holdings Corp;N/A;0,4102;0;N/A;N/A;0;73,118079;0;N/A;1,503133382;6,58;0,35
LIDR;AEye Inc;N/A;1,3;0;N/A;N/A;0;244,586078;N/A;0;1,41306346;24,6;1,13
LILA;Liberty Latin America Ltd;Communication Services;6,33;0;N/A;N/A;0;1293,144;0;N/A;1,441841881;9,85;6,3
LILAK;Liberty Latin America Ltd;Communication Services;6,4;0;N/A;N/A;0;1293,144;0;N/A;1,462049332;9,74;6,39
LIND;Lindblad Expeditions Holdings Inc;Consumer Cyclical;8,87;0;N/A;N/A;0;473,55156;N/A;0;2,06378452;12,13;5,47
LIVN;LivaNova PLC;Healthcare;48,9;0;N/A;N/A;0;2634,283391;918,5088533;0;0,947960633;59,86;40,26
LKFN;Lakeland Financial Corp.;Financial Services;63,56;0,02871498;0,043478261;0,098560543;1,825124127;1616,440377;17,93693133;0,521464036;1,240251852;73,22;41,23
LL;LL Flooring Holdings Inc;Consumer Cyclical;2,16;0;N/A;N/A;0;66,663544;N/A;0;0,964011372;6,08;2,03
LLAP;Terran Orbital Corp;N/A;0,8492;0;N/A;N/A;0;165,136588;N/A;0;1,704467623;3,45;0,62
LMAT;Lemaitre Vascular Inc;Healthcare;58,96;0,009497965;0,12;0,104947954;0,556457638;1312,640336;48,14025509;0,456112818;0,706502999;68,13;44,03
LMND;Lemonade Inc;N/A;16,02;0;N/A;N/A;0;1120,175575;N/A;0;2,857712351;24,81;10,27
LNN;Lindsay Corporation;Industrials;124,9;0,011208967;N/A;N/A;1,037167851;1377,763906;19,91535113;0,165681765;1,100648619;157,66;106,17
LNTH;Lantheus Holdings Inc;Healthcare;54,89;0;N/A;N/A;0;3759,369608;36,11444828;0;0,739949105;100,85;50,2
LNW;Light & Wonder Inc;N/A;84,55;0;N/A;N/A;0;7613,507501;60,42466271;0;1,430661314;89,15;53,77
LOB;Live Oak Bancshares Inc;Financial Services;38,55;0,003108237;0;0;0,119822539;1714,768957;28,80657444;0,090774651;1,903173724;47,22;17,25
LOCL;Local Bounti Corp;N/A;2,54;0;N/A;N/A;0;21,010215;N/A;0;;11,88;1,17
LOCO;El Pollo Loco Holdings Inc;Consumer Cyclical;8,98;0;N/A;N/A;0;295,920347;10,66802504;0;0,900266631;12,4;8,11
LOVE;Lovesac Company;Consumer Cyclical;25,51;0;N/A;N/A;0;395,124364;21,01837143;0;1,811114061;30,94;14,18
LPG;Dorian LPG Ltd;Energy;35,48;0;N/A;N/A;0;1440,242443;4,734092938;0;1,038703101;48,24;16,65
LPRO;Open Lending Corp;N/A;7,66;0;N/A;N/A;0;917,313625;40,36938896;0;1,827987401;11,99;4,89
LPSN;Liveperson Inc;Technology;2,51;0;N/A;N/A;0;202,913927;N/A;0;2,242812473;15,2;2,33
LQDA;Liquidia Corp;Healthcare;14,31;0;N/A;N/A;0;928,797633;N/A;0;0,318120142;15,15;5,71
LQDT;Liquidity Services Inc;Consumer Cyclical;16,04;0;N/A;N/A;0;492,736962;26,04730996;0;0,755243285;21,1;11,97
LRN;Stride Inc;Consumer Defensive;60,49;0;N/A;N/A;0;2623,644928;15,38361592;0;0,254323421;69,7;35,61
LSEA;Landsea Homes Corporation;N/A;11,92;0;N/A;N/A;0;450,518677;0;N/A;1,178105696;13,6;5,74
LTC;LTC Properties, Inc.;Real Estate;30,72;0,07421875;0;0;2,208463945;1272,167209;16,11317267;1,150241638;0,713817754;35,75;29,47
LTCH;Latch Inc;N/A;0,8799;0;N/A;N/A;0;0;0;0;;;
LTH;Life Time Group Holdings Inc;N/A;12,75;0;N/A;N/A;0;2504,213488;0;N/A;1,748433093;22,41;11,1
LTHM;Livent Corp;Basic Materials;16,51;0;N/A;N/A;0;2967,333005;7,910778472;0;1,889855901;29,18;12,76
LUNG;Pulmonx Corp;N/A;14,27;0;N/A;N/A;0;546,656773;N/A;0;1,555667629;14,8;7,75
LVLU;Lulus Fashion Lounge Holdings Inc;N/A;2,12;0;N/A;N/A;0;85,803928;N/A;0;0,508228896;3,4;1,44
LVOX;LiveVox Holdings Inc;N/A;3,73;0;N/A;N/A;0;0;0;0;;;
LWLG;Lightwave Logic Inc;Basic Materials;4,66;0;N/A;N/A;0;542,711238;0;N/A;2,906025423;9,18;3,79
LXFR;Luxfer Holdings PLC;Industrials;7,57;0,067322311;0;0,007874989;0,509629895;203,413213;0;N/A;1,134534149;16,39;7,55
LXP;LXP Industrial Trust;Real Estate;8,82;0,058956916;0,04;0,048682202;0,495185549;2581,036952;54,04973408;3,079512121;1,124162642;10,8;7,65
LXRX;Lexicon Pharmaceuticals Inc;Healthcare;2,93;0;N/A;N/A;0;717,629356;N/A;0;1,701055418;3,79;0,92
LXU;LSB Industries, Inc.;Basic Materials;7,73;0;N/A;N/A;0;574,681717;5,796668522;0;1,276799875;14,71;7,3
LYEL;Lyell Immunopharma Inc;N/A;1,755;0;N/A;N/A;0;442,030039;N/A;0;2,134979492;3,97;1,32
LZ;LegalZoom.com Inc.;N/A;10,32;0;N/A;N/A;0;1939,479427;165,2871508;0;1,712712032;15,68;6,89
LZB;La-Z-Boy Inc.;Consumer Cyclical;37,14;0,019876382;N/A;N/A;0,73820883;1588,831373;13,15508228;0,264590979;1,105287663;39,87;24,84
MAC;Macerich Co.;Real Estate;16,73;0,040645547;0;-0,256848204;0,664121327;3604,448001;N/A;N/A;1,843221481;17,36;8,36
MAPS;WM Technology Inc;N/A;0,87;0;N/A;N/A;0;81,676583;N/A;0;2,016883466;1,88;0,596
MARA;Marathon Digital Holdings Inc;Financial Services;25,72;0;N/A;N/A;0;5725,91662;0;N/A;3,066003632;31,3;5,13
MASS;908 Devices Inc;N/A;7,13;0;N/A;N/A;0;230,863076;N/A;0;1,860351451;12,51;4,85
MATV;Mativ Holdings Inc;N/A;11,91;0,082186987;N/A;N/A;0,978847021;645,530099;N/A;N/A;1,3441655;27,48;10,78
MATW;Matthews International Corp.;Industrials;27,54;0,034858388;0,043478261;0,037137289;0,921508592;844,982555;25,38628678;0,869347728;1,171328783;47,02;27,37
MATX;Matson Inc;Industrials;120,18;0,010518005;0,032258065;0,087892886;1,264053887;4223,94002;13,50796297;0,146133397;1,197949498;122,11;55,7
MAX;MediaAlpha Inc;N/A;14,51;0;N/A;N/A;0;681,543493;N/A;0;1,734547994;17,01;5,08
MBI;MBIA Inc.;Financial Services;6,37;0;N/A;N/A;0;325,758596;N/A;0;1,130592963;7,33;2,65
MBIN;Merchants Bancorp;Financial Services;38,75;0,008196938;0,142857143;0,027066087;0,317631345;1675,558215;7,476265589;0,061437397;1,124516473;48,68;21,16
MBUU;Malibu Boats Inc;Consumer Cyclical;47,19;0;N/A;N/A;0;964,127895;14,9227324;0;1,38948079;63,16;40,29
MBWM;Mercantile Bank Corp.;Financial Services;36,34;0,03577054;N/A;N/A;1,29990143;582,332401;6,933353987;0,247129549;1,301114313;42,82;22,39
MC;Moelis & Co;Financial Services;53,63;0,043811905;0;-0,0436475;2,349632458;3575,230006;3522,394095;162,0436178;1,281254035;58,67;32,97
MCB;Metropolitan Bank Holding Corp;Financial Services;41,22;0;N/A;N/A;0;456,005689;8,29704675;0;3,100100775;61,02;13,98
MCBC;Macatawa Bank Corp.;Financial Services;9,89;0,033494238;0,125;0,051547497;0,331258019;339,142806;7,397273681;0,247207477;0,904479151;11,7;6,53
MCBS;MetroCity Bankshares Inc;Financial Services;23,025;0,031341646;0,111111111;0;0,72164141;580,370107;11,50477951;0,364465358;1,410905421;25,79;12,43
MCFT;MasterCraft Boat Holdings Inc;Consumer Cyclical;21,76;0;N/A;N/A;0;370,655597;6,47241163;0;1,225400874;35,29;19,22
MCRB;Seres Therapeutics Inc;Healthcare;1,06;0;N/A;N/A;0;137,012631;N/A;0;0,707487478;6,87;0,91
MCRI;Monarch Casino & Resort, Inc.;Consumer Cyclical;68,6;0,012998954;N/A;N/A;0,891728273;1308,032009;15,09052953;0,201748478;0,914444421;75,53;55,72
MCS;Marcus Corp.;Communication Services;14,22;0,016777378;N/A;N/A;0,238574312;350,058632;50,62308484;1,092373222;0,396812584;17,82;13,3
MCY;Mercury General Corp.;Financial Services;40,37;0,031459004;0;-0,127378318;1,25221525;2235,332397;N/A;N/A;0,856155513;41,9;25,39
MD;Pediatrix Medical Group Inc;Healthcare;9;0;N/A;N/A;0;756,215244;8,084577861;0;0,876795919;17,3;8,18
MDC;M.D.C. Holdings, Inc.;Consumer Cyclical;62,07;0,035443854;0,1;0,128881321;2,11731864;4634,238002;11,62170947;0,40024927;1,408649518;62,62;33,27
MDGL;Madrigal Pharmaceuticals Inc;Healthcare;204,8;0;N/A;N/A;0;4043,293901;0;N/A;0,790535638;322,67;119,76
MDRX;Veradigm Inc;Healthcare;8,26;0;N/A;N/A;0;902,48575;14,88415328;0;0,811812243;17,71;8,22
MDXG;Mimedx Group Inc;Healthcare;7,96;0;N/A;N/A;0;926,357601;N/A;0;1,063849557;9,27;3,08
ME;23andMe Holding Co;N/A;0,7385;0;N/A;N/A;0;232,94975;N/A;0;2,204900953;2,91;0,54
MED;Medifast Inc;Consumer Cyclical;52,88;0,091768756;N/A;N/A;4,852731842;576,000794;4,804090091;0,442363887;1,065664017;109,58;51,44
MEDP;Medpace Holdings Inc;Healthcare;364,1;0;N/A;N/A;0;11171,83905;40,92278715;0;1,131699587;366,41;167
MEG;Montrose Environmental Group Inc;N/A;31,98;0;N/A;N/A;0;965,41902;N/A;0;1,92887198;54,44;21,96
MEI;Methode Electronics, Inc.;Technology;20,43;0,027168;0;0,049414523;0,555042235;727,296273;N/A;N/A;1,203912842;49,75;19,91
METC;Ramaco Resources Inc;Basic Materials;18,12;0,013693081;N/A;N/A;0,248118622;903,548065;13,5543731;0,201722457;0,109093629;22,7;7,22
MFA;MFA Financial Inc;Real Estate;10,53;0,126761075;N/A;N/A;1,334794124;1073,173342;N/A;N/A;1,464371757;11,7;7,56
MGEE;MGE Energy, Inc.;Utilities;64,25;0,026614786;0,049079755;0,048413171;1,641957946;2323,496523;20,79898778;0,531377976;0,521892128;81,36;62,09
MGNI;Magnite Inc;N/A;8,88;0;N/A;N/A;0;1224,117164;N/A;0;2,168050442;15,73;6,28
MGNX;Macrogenics Inc;Healthcare;17,35;0;N/A;N/A;0;1076,210905;21,6037198;0;1,238196828;18,85;4,29
MGPI;MGP Ingredients, Inc.;Consumer Defensive;84,9;0,005638446;0;0,037137289;0,478704108;1863,628184;18,9869712;0,108059618;1,025771513;124,51;81,11
MGRC;McGrath Rentcorp;Industrials;128,58;0,014465702;0,021978022;0,04396115;1,835360023;3148,852838;17,27803539;0,247020192;0,874903559;130,86;82,87
MGTX;MeiraGTx Holdings plc;Healthcare;6,06;0;N/A;N/A;0;385,398735;N/A;0;1,822663138;8,77;3,49
MGY;Magnolia Oil & Gas Corp;Energy;20,34;0,016873265;N/A;N/A;0,343202215;3767,444526;7,338353274;0,127111931;0,998457415;23,89;18,42
MHO;MI Homes Inc.;Consumer Cyclical;119,45;0;N/A;N/A;0;3326,505953;6,782171581;0;1,408777644;140,73;54,55
MIR;Mirion Technologies Inc.;N/A;9,42;0;N/A;N/A;0;2053,299113;N/A;0;1,131733864;10,52;6,7
MIRM;Mirum Pharmaceuticals Inc;Healthcare;28,08;0;N/A;N/A;0;1308,928814;N/A;0;0,621313203;35,56;20,81
MITK;Mitek Systems Inc;Technology;12,03;0;N/A;N/A;0;548,442587;72,59332723;0;0,883635992;13,98;8,6
MKFG;Markforged Holding Corporation;N/A;0,645;0;N/A;N/A;0;127,977724;N/A;0;2,214297476;2,3;0,61
MKTW;Marketwise Inc;N/A;1,88;0,014568481;N/A;N/A;0,027388744;73,597182;12,39218413;0,14437925;1,285202635;3,59;1,07
ML;MoneyLion Inc;N/A;46,52;0;N/A;N/A;0;478,314081;N/A;0;2,130753574;66,98;7,5
MLAB;Mesa Laboratories, Inc.;Technology;90,86;0,007012435;N/A;N/A;0,637149837;490,103474;516,9867868;3,630483403;1,201359852;186,21;82,56
MLI;Mueller Industries, Inc.;Industrials;48,05;0,012486993;-0,4;0,084471771;0,596591028;5455,088151;8,762278879;0,108668675;1,093868178;50,53;32,57
MLKN;MillerKnoll Inc;N/A;27,7;0,026342909;N/A;N/A;0,72969859;2017,065747;39,94189597;1,090567315;1,376490575;31,33;12,59
MLNK;MeridianLink Inc;N/A;18,88;0;N/A;N/A;0;1480,997289;N/A;0;1,376560584;25,88;13,62
MLR;Miller Industries Inc.;Consumer Cyclical;42,04;0,017126546;0;0;0,71499333;481,174706;0;N/A;0,560492862;44,3;26,36
MLYS;Mineralys Therapeutics Inc;N/A;14,25;0;N/A;N/A;0;585,747932;0;N/A;1,505559576;20,1;5,85
MMI;Marcus & Millichap Inc;Real Estate;37,3;0,013351249;N/A;N/A;0,498001605;1431,744424;N/A;N/A;1,325622195;44,24;26,81
MMS;Maximus Inc.;Industrials;81,31;0,014758332;0,071428571;0,037137289;0,856802936;4962,466956;26,68782143;0,283709581;0,928698248;89,02;72,1
MMSI;Merit Medical Systems, Inc.;Healthcare;78,56;0;N/A;N/A;0;4536,876295;45,28588977;0;0,7713478;85,62;62,58
MNKD;Mannkind Corp;Healthcare;3,4;0;N/A;N/A;0;916,553824;N/A;0;1,299023526;5,75;3,17
MNRO;Monro Inc;Consumer Cyclical;32,2;0,033900051;0;0,069610376;1,091581655;962,84894;28,87189841;1,049597745;0,868915813;52,74;22,29
MNTK;Montauk Renewables Inc;N/A;6,1;0;N/A;N/A;0;876,336486;54,3666782;0;1,126443631;10,98;5,46
MNTS;Momentus Inc;N/A;0,86;0;N/A;N/A;0;7,124138;N/A;0;2,125698303;47,5;0,6665
MOD;Modine Manufacturing Co.;Consumer Cyclical;73,34;0;N/A;N/A;0;3828,916385;16,9721471;0;1,904894724;75,4;19,41
MODG;Topgolf Callaway Brands Corp;N/A;13,53;0;N/A;N/A;0;2496,515659;25,1158517;0;1,629347896;24,43;9,84
MODN;Model N Inc;Technology;26,43;0;N/A;N/A;0;1031,622526;N/A;0;0,890071879;35,96;20,9
MODV;ModivCare Inc;N/A;46,18;0;N/A;N/A;0;655,139728;N/A;0;1,523624695;107,12;26,05
MOFG;MidWestOne Financial Group Inc;Financial Services;22,46;0,04175876;0,021052632;0,036710132;0,937901757;352,436435;10,32599207;0,432212791;1,233620535;29,1;16,61
MORF;Morphic Holding Inc;Healthcare;37,18;0;N/A;N/A;0;1849,443476;N/A;0;1,130040354;63,08;19,35
MOV;Movado Group, Inc.;Consumer Cyclical;27,75;0,049498955;N/A;N/A;1,373595992;432,813836;7,554524825;0,542923317;0,979198247;33,83;23,33
MPAA;Motorcar Parts of America Inc.;Consumer Cyclical;9,57;0;N/A;N/A;0;188,168977;N/A;0;1,811362511;13,62;4,26
MPB;Mid Penn Bancorp, Inc.;Financial Services;20,26;0,038455995;0;0,021295688;0,779118461;337,705208;0;N/A;1,286433022;29,52;17,05
MPLN;MultiPlan Corp;N/A;1,09;0;N/A;N/A;0;707,940018;N/A;0;1,359152318;2,29;0,6104
MPX;Marine Products Corp;Consumer Cyclical;10,57;0,051970445;0;0,031310306;0,549327602;364,313294;7,749697805;0,392376859;1,100514754;17,32;9,06
MQ;Marqeta Inc;N/A;5,65;0;N/A;N/A;0;2688,835;N/A;0;1,734442783;7,24;3,46
MRC;MRC Global Inc;Energy;10,38;0;N/A;N/A;0;875,053743;9,722819364;0;1,43605675;12,72;8,15
MRSN;Mersana Therapeutics Inc;Healthcare;3,83;0;N/A;N/A;0;462,325983;N/A;0;1,398686713;9,62;0,8014
MRTN;Marten Transport, Ltd.;Industrials;19,46;0,012223606;0;0,148698355;0,237871375;1582,272517;18,95209512;0,230943083;0,907633002;23,1;17,23
MSBI;Midland States Bancorp Inc;Financial Services;24,09;0,04808251;0,034482759;0,043474649;1,158307665;518,860875;6,147130867;0,305622075;1,2043649;28,47;16,82
MSEX;Middlesex Water Co.;Utilities;54,29;0,023945478;0,04;0,062513419;0,941479996;966,725526;29,46525422;0,511673911;0,760957818;85,09;53,89
MSGE;Madison Square Garden Entertainment Corp.;N/A;36,76;0;N/A;N/A;0;1511,642882;0;N/A;0,895055457;40,81;27,55
MSTR;Microstrategy Inc.;Technology;686,02;0;N/A;N/A;0;9379,863649;103,8445591;0;1,885562311;727,77;188,3
MTDR;Matador Resources Co;Energy;56,09;0,011536991;N/A;N/A;0,647109801;6682,277438;7,904961557;0,091919006;1,163788272;67,47;41,64
MTH;Meritage Homes Corp.;Consumer Cyclical;151,82;0,007093826;N/A;N/A;1,076984605;5533,824729;6,897777445;0,049791244;1,369613817;179,69;103,01
MTRN;Materion Corp;Basic Materials;119,7;0,004294965;0,04;0,033975227;0,514107319;2470,894801;23,53277968;0,102208215;1,252161939;132,5;85,17
MTSI;MACOM Technology Solutions Holdings Inc;Technology;84,21;0;N/A;N/A;0;6068,773944;81,3683088;0;1,474197587;96,09;48,53
MTTR;Matterport Inc;N/A;2,26;0;N/A;N/A;0;690,7916;N/A;0;2,41860542;3,78;1,84
MTW;Manitowoc Co., Inc.;Industrials;15,78;0;N/A;N/A;0;553,641773;N/A;0;1,754024584;20,2;12,2
MTX;Minerals Technologies, Inc.;Basic Materials;69,39;0,003596936;1;0,148698355;0,249591419;2258,218445;35,17474214;0,126696152;1,122038882;72,28;48,52
MULN;Mullen Automotive Inc;N/A;6,98;0;N/A;N/A;0;28,8274;0;N/A;2,320237506;8091;6,36
MUR;Murphy Oil Corp.;Energy;38,14;0,021492488;0,1;0,019244876;0,819723506;5891,605598;7,911699945;0,173670234;1,005066711;48,16;32,24
MUSA;Murphy USA Inc;Consumer Cyclical;391,78;0,003949435;N/A;N/A;1,547309531;8335,915205;15,89306998;0,06542535;0,388497361;404,94;230,79
MVBF;MVB Financial Corp.;Financial Services;21,78;0,030470344;0;0,371753811;0,663644085;277,403649;0;N/A;1,231533452;26,39;15,47
MVIS;Microvision Inc.;Technology;2,4;0;N/A;N/A;0;455,965783;N/A;0;2,523882844;8,2;1,82
MVST;Microvast Holdings Inc;N/A;0,8801;0;N/A;N/A;0;278,582299;N/A;0;3,275938528;2,91;0,83
MWA;Mueller Water Products Inc;Industrials;15,18;0,0171278;0,049180328;0,050611122;0,248257005;2370,771642;27,72832329;0,455266835;1,260170319;16,39;11,94
MXCT;MaxCyte Inc;N/A;4,75;0;N/A;N/A;0;0;0;N/A;;;
MXL;MaxLinear Inc;Technology;18,6;0;N/A;N/A;0;1523,829868;N/A;0;1,899905311;37,46;13,43
MYE;Myers Industries Inc.;Consumer Cyclical;18,64;0,028644848;0;0;0,53393996;686,669006;13,80072768;0,398462657;0,895722378;25,73;15,53
MYFW;First Western Financial Inc;Financial Services;14,3;0;N/A;N/A;0;136,733297;9,826323874;0;1,899394256;27,19;12,85
MYGN;Myriad Genetics, Inc.;Healthcare;21,31;0;N/A;N/A;0;1751,643706;N/A;0;1,32754572;24,21;13,82
MYPS;PLAYSTUDIOS Inc;N/A;2,15;0;N/A;N/A;0;252,782242;N/A;0;1,273137703;5,01;2,12
MYRG;MYR Group Inc;Industrials;149,95;0;N/A;N/A;0;2505,594623;27,37726449;0;1,226730497;159,79;96,55
NABL;N-able Inc;N/A;13,07;0;N/A;N/A;0;2390,860504;113,6016584;0;0,942789094;15,44;9,87
NAPA;Duckhorn Portfolio Inc (The);N/A;8,74;0;N/A;N/A;0;1008,313785;15,50774816;0;0,634553388;16,63;8,34
NARI;Inari Medical Inc;N/A;57,46;0;N/A;N/A;0;3309,148004;N/A;0;0,596123858;71,85;47,81
NAT;Nordic American Tankers Ltd;Industrials;4,18;0,111950267;0,2;0,084471771;0,467952116;872,769136;7,444358412;0,82356937;0,490330604;4,76;2,98
NATR;Nature`s Sunshine Products, Inc.;Consumer Defensive;17,48;0;N/A;N/A;0;333,431717;41,32767931;0;1,140290902;19,2;8,26
NAUT;Nautilus Biotechnology Inc;N/A;2,76;0;N/A;N/A;0;344,850336;0;N/A;1,6913015;4,65;1,78
NAVI;Navient Corp;Financial Services;15,97;0,040075141;0;0;0,624911621;1877,610323;5,20113663;0,220816827;1,342876692;19,68;13,73
NBHC;National Bank Holdings Corp;Financial Services;33,46;0,030705618;0,08;0,09694024;1,027409966;1263,487677;10,07357069;0,312282664;1,465820261;41,01;25,83
NBN;Northeast Bank;Financial Services;52,01;0,00076863;0;0;0,039976454;467,93397;0;N/A;0,998107992;58,98;33,09
NBR;Nabors Industries Ltd;Energy;75,78;0;N/A;N/A;0;717,791797;N/A;0;1,448291463;170,09;71,42
NBTB;NBT Bancorp. Inc.;Financial Services;33,7;0,03591207;0,066666667;0,042402216;1,210236774;1587,27;12,75356147;0,424644482;1,116875892;43,77;26,3
NC;Nacco Industries Inc.;Energy;35,14;0,02475811;0,048192771;0,056805497;0,851734363;208,719055;11,49207439;0,351956349;0,566646827;39,11;28,99
NDLS;Noodles & Company;Consumer Cyclical;2,4;0;N/A;N/A;0;107,829622;N/A;0;1,379523785;6,33;1,96
NE;Noble Corp Plc;Energy;43,85;0,015906169;N/A;N/A;0,6974855;6185,221145;0;N/A;1,098093679;54,88;34,36
NEO;Neogenomics Inc.;Healthcare;14,3;0;N/A;N/A;0;1822,761226;N/A;0;1,798836321;21,22;11,03
NEOG;Neogen Corp.;Healthcare;16,44;0;N/A;N/A;0;3559,593666;302,2239486;0;1,168752776;24,1;14,44
NETI;Eneti Inc;N/A;11,33;0,003525154;0;-0,129449437;0,03993999;437,871858;N/A;N/A;0,466438876;13,51;7,73
NEX;NexTier Oilfield Solutions Inc;Energy;10,61;0;N/A;N/A;0;2424,944837;3,778490995;0;1,43078049;11,99;6,66
NEXT;NextDecade Corporation;Energy;4,93;0;N/A;N/A;0;1264,965297;0;N/A;1,162434428;8,74;3,93
NFBK;Northfield Bancorp Inc;Financial Services;10,53;0,048040332;0;0,033975227;0,5058647;473,387923;10,86100864;0,515294591;1,202811356;13,61;8,07
NG;Novagold Resources Inc.;Basic Materials;2,35;0;N/A;N/A;0;785,772374;0;N/A;0,757979115;6,68;2,23
NGM;Ngm Biopharmaceuticals Inc;Healthcare;1,47;0;N/A;N/A;0;121,591795;N/A;0;1,228957487;4,97;0,6002
NGMS;NeoGames SA;N/A;27,98;0;N/A;N/A;0;936,838867;0;N/A;0,847949025;28,64;12,51
NGVC;Natural Grocers by Vitamin Cottage Inc;Consumer Defensive;15,08;0,026250677;N/A;N/A;0,395860215;343,106388;12,9031021;0,341258806;0,875927341;17,75;9,6
NGVT;Ingevity Corp;Basic Materials;44;0;N/A;N/A;0;1594,175704;12,5525646;0;1,406364318;90,81;36,66
NHC;National Healthcare Corp.;Healthcare;90,12;0,026187306;0,035087719;0,033656884;2,297582412;1381,049347;30,86488652;0,786843292;0,519745757;99,98;49,01
NHI;National Health Investors, Inc.;Real Estate;52,41;0,068689181;0;-0,030359734;3,511467476;2275,109767;21,57463293;1,445048344;0,904447665;57,49;44,85
NIC;Nicolet Bankshares Inc.;N/A;74,1;0,01008794;N/A;N/A;0,747516332;1093,799585;18,71150241;0,191180648;1,421606343;84,94;51,22
NJR;New Jersey Resources Corporation;Utilities;40,66;0,041318249;0,076923077;0,075040149;1,597976214;3997,021408;16,77912049;0,65760338;0,642830113;54,33;38,55
NKLA;Nikola Corp;N/A;0,6835;0;N/A;N/A;0;700,108846;N/A;0;2,564924552;3,71;0,521
NKTR;Nektar Therapeutics;Healthcare;0,655;0;N/A;N/A;0;124,954721;N/A;0;2,848545024;3,11;0,4126
NKTX;Nkarta Inc;N/A;10,465;0;N/A;N/A;0;513,542059;0;N/A;2,269869551;12,2;1,28
NL;NL Industries, Inc.;Industrials;5,06;0,054252201;N/A;N/A;0,274516139;247,097429;N/A;N/A;0,881421372;7,14;4,45
NMIH;NMI Holdings Inc;Financial Services;29,77;0;N/A;N/A;0;2413,77226;7,745461099;0;0,952085203;32,5;20,61
NMRK;Newmark Group Inc;Real Estate;9,9;0,012045797;0;-0,213996914;0,119253394;1498,945764;120,3392553;2,156480896;1,927172769;11,23;5
NN;NextNav Inc;N/A;4,01;0;N/A;N/A;0;441,731214;0;N/A;1,089568055;6,07;1,59
NNI;Nelnet Inc;Financial Services;89,8;0,011750502;0,076923077;0,092388464;1,055195094;2393,631033;17,8634514;0,295572855;0,714551381;100,97;81,4
NNOX;Nano X Imaging Ltd;N/A;5,97;0;N/A;N/A;0;329,24756;0;N/A;1,947184783;22,69;4,89
NODK;NI Holdings Inc;Financial Services;13,26;0;N/A;N/A;0;272,832363;0;N/A;0,645775451;15,28;12,01
NOG;Northern Oil and Gas Inc.;Energy;32,8;0,044766025;N/A;N/A;1,468325614;3296,650526;4,939483084;0,200865337;0,970496103;42,78;24,49
NOTV;Inotiv Inc;N/A;5,18;0;N/A;N/A;0;133,595722;0;N/A;2,035205248;8,28;1,61
NOVA;Sunnova Energy International Inc;Technology;10,7;0;N/A;N/A;0;1309,855041;N/A;0;3,232508579;24,56;7,62
NOVT;Novanta Inc;Technology;155,18;0;N/A;N/A;0;5557,053217;73,477809;0;1,590508766;187,61;111,2
NPK;National Presto Industries, Inc.;Industrials;75,2;0,013297872;N/A;N/A;1;532,597006;22,59351828;0,301204819;0,542724191;84,29;66,83
NPO;Enpro Inc;Industrials;155,62;0,007428217;0,035714286;0,030128963;1,155979192;3253,603986;20,85643581;0,155164992;1,277493622;164,32;91,08
NR;Newpark Resources, Inc.;Energy;6,08;0;N/A;N/A;0;517,336031;21,57004799;0;0,611897654;7,63;3,4
NRC;National Research Corp;Healthcare;37,54;0,012405092;N/A;N/A;0,465687168;922,586494;32,1000137;0,401454455;0,414845362;46,72;36,21
NRDS;Nerdwallet Inc;N/A;15,67;0;N/A;N/A;0;1155,182262;N/A;0;1,525974039;21,74;6,38
NRDY;Nerdy Inc;N/A;3,21;0;N/A;N/A;0;335,172131;N/A;0;1,990408899;5,37;2,33
NREF;NexPoint Real Estate Finance Inc;Real Estate;13,5;0,184057208;0;-0,033885038;2,484772308;232,630826;N/A;N/A;1,20489425;17,61;11,66
NRGV;Energy Vault Holdings Inc;N/A;1,65;0;N/A;N/A;0;236,85044;N/A;0;2,688381061;3,97;1,35
NRIX;Nurix Therapeutics Inc;N/A;8,72;0;N/A;N/A;0;422,95488;N/A;0;1,742487596;13,99;4,22
NSIT;Insight Enterprises Inc.;Technology;189,21;0;N/A;N/A;0;6163,862194;22,98422016;0;0,701763434;194,57;117,99
NSP;Insperity Inc;Industrials;92,29;0,024704735;0,096153846;0,136974489;2,213046422;3441,441218;18,1064636;0,448893798;0,828907956;129,07;90,8
NSSC;NAPCO Security Technologies Inc;Industrials;43,39;0,003682619;N/A;N/A;0,159788858;1595,970503;36,94205136;0,136571674;1,024609027;46,26;17,71
NTB;Bank of N T Butterfield & Son Ltd.;Financial Services;29,47;0,058293607;0;0;1,717912601;1389,326283;0;N/A;1,654337503;35,88;21,81
